rho,rep,seed,miae,rmise,beta_mae,beta_rmse,se_beta_nonzero,ppv_beta_nonzero,spe_beta_nonzero,npv_beta_nonzero,se_const_zero,ppv_const_zero,spe_const_zero,npv_const_zero,se_const_nonzero,ppv_const_nonzero,spe_const_nonzero,npv_const_nonzero,se_vary,ppv_vary,spe_vary,npv_vary
0.5,8,131,0.02049875469416217,0.03791050563557229,0.006889919485018853,0.011066591903297673,1.0,1.0,1.0,1.0,1.0,0.9482758620689655,0.88,1.0,0.9272727272727272,1.0,1.0,0.9851301115241635,0.8222222222222222,1.0,1.0,0.9717314487632509
0.5,9,132,0.015768249436206763,0.03272601305167833,0.005514382378341181,0.008754683911187116,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.89,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8222222222222222,1.0,1.0,0.9717314487632509
0.5,10,133,0.016943316906388478,0.03317244907793077,0.01160846473478611,0.013677622132983657,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.89,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8,1.0,1.0,0.9683098591549296
0.5,11,134,0.016724533758711385,0.03350270839200231,0.002477764282097256,0.004014646351586803,1.0,1.0,1.0,1.0,1.0,0.944206008583691,0.87,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7777777777777778,1.0,1.0,0.9649122807017544
0.5,12,135,0.015565046136842195,0.03144042650859726,0.007252818732447002,0.014600772334280171,1.0,1.0,1.0,1.0,0.9954545454545455,0.948051948051948,0.88,0.9887640449438202,0.9636363636363636,1.0,1.0,0.9925093632958801,0.7777777777777778,0.9722222222222222,0.9963636363636363,0.9647887323943662
0.5,13,136,0.01644107279212074,0.03177703942923076,0.006260509823509923,0.01181884871361369,1.0,1.0,1.0,1.0,1.0,0.9606986899563319,0.91,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8666666666666667,1.0,1.0,0.9786476868327402
0.5,14,137,0.01478588352125871,0.029895858059596894,0.00613827111021401,0.00848889691560751,1.0,1.0,1.0,1.0,1.0,0.9606986899563319,0.91,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8444444444444444,1.0,1.0,0.975177304964539
0.5,15,138,0.01944623104342044,0.03606381649147134,0.008067982543609948,0.013258053524253395,1.0,1.0,1.0,1.0,1.0,0.9606986899563319,0.91,1.0,0.9818181818181818,1.0,1.0,0.9962406015037594,0.8222222222222222,1.0,1.0,0.9717314487632509
0.5,16,139,0.017050492068617955,0.03292567503352839,0.0025167120922449404,0.0040259789379160265,1.0,1.0,1.0,1.0,1.0,0.9606986899563319,0.91,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8666666666666667,1.0,1.0,0.9786476868327402
0.5,17,140,0.020009135089185056,0.03849741735860946,0.008455929564806178,0.015213830695109686,1.0,1.0,1.0,1.0,1.0,0.944206008583691,0.87,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7777777777777778,1.0,1.0,0.9649122807017544
